model,category,figure_index,image_name,true_label,pred_label,prob_positive,plot_file
LightGBM_BAG_L1,medium,4,ThyroidXL_train_00004033_B2A2AE90_0.png,0,0,0.12066151201725006,LightGBM_BAG_L1_waterfall_medium_4
LightGBM_BAG_L1,medium,5,ThyroidXL_train_00002282_EA7CA5C6_3.png,0,0,0.12107978016138077,LightGBM_BAG_L1_waterfall_medium_5
LightGBM_BAG_L1,medium,6,TN5K_train_000186.jpg,1,1,0.808868944644928,LightGBM_BAG_L1_waterfall_medium_6
LightGBM_BAG_L1,medium,7,TN3K_train_1464.jpg,1,1,0.8087352514266968,LightGBM_BAG_L1_waterfall_medium_7
LightGBM_BAG_L1,medium,8,ThyroidXL_train_00000684_AE4B947E_4.png,1,1,0.8084948062896729,LightGBM_BAG_L1_waterfall_medium_8
LightGBM_BAG_L1,medium,9,TN3K_train_1477.jpg,1,1,0.8061227202415466,LightGBM_BAG_L1_waterfall_medium_9
LightGBM_BAG_L1,medium,10,TN3K_train_private_1712.jpg,1,1,0.8055883646011353,LightGBM_BAG_L1_waterfall_medium_10
LightGBM_BAG_L1,worst,1,ThyroidXL_train_00003428_1D4D9575_4.png,0,1,0.812161922454834,LightGBM_BAG_L1_waterfall_worst_1
LightGBM_BAG_L1,worst,2,TN3K_train_1085.jpg,0,1,0.8231717944145203,LightGBM_BAG_L1_waterfall_worst_2
LightGBM_BAG_L1,worst,3,ThyroidXL_train_00002518_389C33FD_2.png,0,1,0.8235813975334167,LightGBM_BAG_L1_waterfall_worst_3
LightGBM_BAG_L1,worst,4,ThyroidXL_train_00000479_38A73B48_0.png,1,0,0.16607388854026794,LightGBM_BAG_L1_waterfall_worst_4
LightGBM_BAG_L1,worst,5,TN5K_train_004653.jpg,0,1,0.8379424810409546,LightGBM_BAG_L1_waterfall_worst_5
LightGBM_BAG_L1,worst,6,ThyroidXL_train_00003517_256B16F6_3.png,1,0,0.1386045515537262,LightGBM_BAG_L1_waterfall_worst_6
LightGBM_BAG_L1,worst,7,ThyroidXL_train_00003709_E437283D_3.png,1,0,0.13510867953300476,LightGBM_BAG_L1_waterfall_worst_7
LightGBM_BAG_L1,worst,8,ThyroidXL_train_00002667_A7AEE197_3.png,0,1,0.8651020526885986,LightGBM_BAG_L1_waterfall_worst_8
LightGBM_BAG_L1,worst,9,ThyroidXL_train_00002118_85B0F5EF_0.png,1,0,0.11440804600715637,LightGBM_BAG_L1_waterfall_worst_9
LightGBM_BAG_L1,worst,10,ThyroidXL_train_00001206_8469EABA_2.png,1,0,0.11438359320163727,LightGBM_BAG_L1_waterfall_worst_10
LightGBM_BAG_L1,correct,1,ThyroidXL_train_00002730_C9690598_1.png,0,0,0.002246599644422531,LightGBM_BAG_L1_waterfall_correct_1
LightGBM_BAG_L1,correct,2,ThyroidXL_train_00004527_A9A3D8EF_1.png,0,0,0.002484286203980446,LightGBM_BAG_L1_waterfall_correct_2
LightGBM_BAG_L1,correct,3,ThyroidXL_train_00001753_C22FA823_0.png,0,0,0.002782397670671344,LightGBM_BAG_L1_waterfall_correct_3
LightGBM_BAG_L1,correct,4,ThyroidXL_train_00001690_F7F30A45_1.png,0,0,0.003004662226885557,LightGBM_BAG_L1_waterfall_correct_4
LightGBM_BAG_L1,correct,5,ThyroidXL_train_00003746_32193156_3.png,0,0,0.003173457458615303,LightGBM_BAG_L1_waterfall_correct_5
LightGBM_BAG_L1,correct,6,ThyroidXL_train_00000820_CB8ED5C5_0.png,1,1,0.9754427671432495,LightGBM_BAG_L1_waterfall_correct_6
LightGBM_BAG_L1,correct,7,TN5K_train_001950.jpg,1,1,0.9746077656745911,LightGBM_BAG_L1_waterfall_correct_7
LightGBM_BAG_L1,correct,8,TN5K_train_003183.jpg,1,1,0.9744632244110107,LightGBM_BAG_L1_waterfall_correct_8
LightGBM_BAG_L1,correct,9,TN3K_train_2681.jpg,1,1,0.9725102782249451,LightGBM_BAG_L1_waterfall_correct_9
LightGBM_BAG_L1,correct,10,TN5K_train_000909.jpg,1,1,0.9709180593490601,LightGBM_BAG_L1_waterfall_correct_10
